"name";"url";"category";"location";"description"
"4food";"http://www.4food.com";"food &amp; drink";"286 Madison Avenue  , New York, New York, United States";"4food is a new, quick-service restaurant serving an all-natural, local, and sustainable menu. Our mission is to bring fast food that's fresh, delicious, and nutritious to all ages, lifestyles, incomes, and ethnicities."
"4grabs";"http://www.4grabs.org/hyper-local_search.php";"technology &amp; data";"Santa Cruz, California, United States";"4grabs is a location-based publishing platform where community members find anything anywhere by proximity."
"4th Floor Chatt";"http://chattlibrary.org/4th-floor";"diy";"N/A";"N/A"
"4th St. Food Co-op";"http://www.4thstreetfoodcoop.org";"food &amp; drink";"N/A";"Member-operated organic food store in New York, New York."
"500 MexicoCity";"http://500mexicocity.com/";"finance &amp; economics";"N/A";"N/A"
"510 Fruits";"http://510fruits.blogspot.com/";"food &amp; drink";"Berkeley, California, United States";"Produces jams from local, neighborhood fruit trees."
"511 RideMatch";"https://www.ridematch.511.org/SanFrancisco";"mobility";"San Francisco, California, United States";"511 RideMatch is an interactive, on-demand system that helps you find carpools, vanpools or bicycle partners. Here, you can quickly create a profile and find commuters who have similar travel routes and patterns and with whom you can share a ride.  The system also lets you easily send potential rideshare partners an e-mail or give them a call."
"52 Perfect Days";"http://www.52perfectdays.com/";"travel";"Portland, OR, united_states";"A travel community offering authentic insider information for your favorite city."
"52x52";"http://52x52.org/";"finance &amp; economics";"N/A";"N/A"
"596 Acres";"http://596acres.org/en/get-involved/request-visioning-session/";"real estate";"N/A";"N/A"
"5M Project";"http://www.5mproject.com/";"real estate";"875 HOWARD STREET - SUITE 330 - SAN FRANCISCO, CA 94103";"The 5M Project is a creative development in downtown San Francisco designed to catalyze the innovative ideas that build our economy and strengthen our communities. It is a place that utilizes a collective need for innovation to encourage shared resources and ideas across traditional boundaries. Where artists, makers, students, changemakers, entrepreneurs, local food, and technology are coming together day and night. A place designed for people to be creative."
"6.2";"http://www.sixpointtwo.net";"business &amp; innovation";"Danks St , Sydney NSW 2017";"6.2 is an innovating lab working with companies on pushing ideas forward."
"654 Work Cottage";"http://www.workcottage.com/";"real estate";"N/A";"N/A"
"72 Hour Movie";"http://www.72hourmovie.com";"creativity, media &amp; the arts";"Green Street , Birr OY1, Offaly, Ireland";"72 Hour Movie is a collective of Filmmakers and Film Enthusiasts that make feature films in 72 Hours and have them screened immediately afterwards at International Film Festivals like Melbourne (August 2010) and Galway, Ireland (July 2008). Of course the film can be scree"
"770 Sport Shop";"http://770sportshop.com/";"health &amp; fitness";"Montreal H9G 1W7, Quebec, Canada";"770 Sport Shop is the internetâ€™s first group buying website dedicated to sports and fitness.The idea behind it is simple: buy more together, pay less together.770 Sport Shop connects companies with many customers to help them save up to 70 percent in sports and fitness equipment.They work collectively to offer sports and fitness enthusiasts incredible deals, and business reliable and new customers. Based in Montreal, Quebec, 770 Sport Shop is looking for new ways to provide a positive collective buying experience to the sports and fitness community."
"7commons";"http://7commons.org";"diy";"San Francisco, CA";"Mission:To facilitate collective ownership and cooperative use of production resources that are- too expensive to afford on your own- too difficult to maintain- too infrequently used to justify- too rapidly depreciating given an individual level of use"
"8-80 cities";"http://www.8-80cities.org/";"mobility";"N/A";"N/A"
"816Bike";"http://816bike.org/";"education";"N/A";"N/A"
"826 National";"http://www.826national.org";"education";"826 Valencia St. , San Francisco 94110, California, United States";"826 National is a nonprofit tutoring, writing, and publishing organization with locations in eight cities across the country. Our goal is to assist students ages six to eighteen with their writing skills, and to help teachers get their classes excited about writing. Our work is based on the understanding that great leaps in learning can happen with one-on-one attention, and that strong writing skills are fundamental to future success."
"826NYC";"http://826nyc.org/";"education";"372 Fifth AvenueBrooklyn NY11215";"Nonprofit organization dedicated to supporting students ages 6 to 18 with their creative and expository writing skills."
"85 Broads";"http://www.85broads.com/";"business &amp; innovation";"115 E. Putnam Ave. , Courtyard Level, Greenwich, CT 06830";"85 Broads is a global network of over 30,000 trailblazing women who are inspired, empowered, and connected. The ""founding members"" of 85 Broads were women who worked for Goldman Sachs at 85 Broad Street, the investment banking firm's NYC headquarters."
"8ideas";"http://www.8ideas.dk";"business &amp; innovation";"Bygstubben 4 , Vedbaek DK-2950, denmark";"Start a developing process in three minutes... 8ideas is challenge-driven cloud-based collaboration tool where users create ideas, share knowledge and make solutions to challenges.Use-as-you-need: Rent the system for the time you need it - no license fees, no installation, no extra costs..."
"90210 Mobile Marketing";"http://www.90210mobile.com/";"technology &amp; data";"N/A";"WE ARE IN THE MIDST OF A MOBILE REVOLUTION. Communication and branding are changing before our eyes. Businesses and individuals alike are quickly realizing the power of real time communication on the go. It’s no secret today that we use our mobile phones for just about everything. People carry their mobile phones with them everywhere. Whether you’re a 90210 Mobile Agent or business professional or business owner, if you’re not communicating via mobile, you are not communicating the “dot com” effectively with today’s consumers. For information..................TEXT: PERONETO: 90210"
"925 Project";"http://925project.com/";"business &amp; innovation";"N/A";"N/A"
"92nd Street Y";"http://m.92y.org/";"entertainment";"N/A";"N/A"
"95 World";"http://www.95-world.com";"creativity, media &amp; the arts";"N/A";"95 is an O2O lifestyle service. 95 combines the elements of a lifestyle platform which one can easily use daily to obtain the latest consumer and service info. 95 offers a lifestyle guide, online media, membership program, online shopping, as well as a 95 card which offers members privileges at any of our worldwide participating businesses! So no matter whether if you are a local, tourist, or expatriate, 95 is your light at the end of the tunnel!"
"977 Media LLC";"N/A";"N/A";"N/A";"N/A"
"99%";"http://www.the99percent.com";"creativity, media &amp; the arts";"New York 10012, New York, United States";"99% is the research arm of Behance, a company dedicated bringing creative ideas to fruition. 99% includes a daily web magazine, an annual conference, and the best-selling book â€œMaking Ideas Happen.â€ Through articles, tips, videos, and events, we share best practices that help creative professionals move beyond idea generation into idea execution."
"99designs";"http://99designs.com";"creativity, media &amp; the arts";"1032 Irving Street  , San Francisco 94122, California, United States";"99designs is a marketplace for crowdsourced graphic design. We connect 88,933 passionate designers from around the globe with small businesses who need design projects completed. And, we do it in a timely fashion without the usual risk or cost associated with professional design."
"99dresses";"http://www.99dresses.com";"fashion &amp; clothing";"Sydney, Australia";"99dresses gives you access to an Infinite Wardrobe of free clothes, shoes and accessories all contributed by fellow fashionable members."
"9flats.com";"http://about.9flats.com";"travel";"Berlin, Germany";"A hut in the Alps? A beach penthouse with a 360-degree view of Miami? A romantic rooftop terrasse in the heart of Paris? Or just a good bed at a friends place? You know the feeling. There are just some places that sit close to your heart. The ones you dream of, want to go visit, or where youâ€™d like to live.For most people, there are at least nine of these unique places. And everyone has different ones. 9flats.com helps you to finds these places and make it possible to visit them. Thatâ€™s because our members offer each other the best places to stay on the planet. This turns your trip into something memorable. Meet people that you like and fit your personality. Stay in apartments and houses that you only dream of. And earn money with something you already have â€“ namely the roof over your head."
"@workhubs";"http://www.atworkhubs.co.uk/";"real estate";"N/A";"N/A"
"A Better Traffic";"http://www.a-better-traffic.com/";"marketing services";"Lersø Parkallé 107  , København DK – 2100, denmark";"Search marketing professionals based in Denmark."
"A Box Life";"http://www.aboxlife.com";"upcycling &amp; recycling";"Portland, Oregon, United States";"Keeps shippable cardboard boxes in use longer. Look for ""A Box Life"" sticker on your box, scan the QR code or enter its tracking number, and share the story of your box and see where its been!"
"A Brighter Future (ABF)";"http://www.abrighterfuture.eu/";"business &amp; innovation";"3f Berol House 25 Ashley Road London N17 9LJ ";"To promote entrepreneurship with a particular emphasis on the creative industries. ABF delivers opportunities for young people to develop their creative and enterprise skills, confidence and professional experience, through establishing and running supported micro enterprises."
"A Calculator";"http://www.acalculator.com";"finance &amp; economics";"N/A";"The a Calculator Site is featured a variety of free financial calculators, imperial to metric converters and other useful calculation tools for general use."
